2.00 0.00 76 2021-03-26-12:13:58
                        END
1a:69:6c:eb:0b:2f -77 w | -77-77-77
06:69:6c:eb:05:1e -78 w | -78-78-78
0a:74:9c:25:01:7f -80 w | -80-80-80
0a:74:9c:23:fb:34 -86 w | -86-86-86
06:74:9c:23:fb:34 -86 w | -86-86-86
06:69:6c:eb:05:1d -83 w | -83-83-83
1a:74:9c:23:fd:b0 -32 w | -32-32-32
06:74:9c:25:01:7f -82 w | -82-82-82
1a:74:9c:23:fd:b1 -39 w | -39-39-39
06:69:6c:be:95:72 -79 w | -79-79-79
0a:69:6c:eb:0b:2f -75 w | -75-75-75
0a:69:6c:be:95:72 -79 w | -79-79-79
1a:69:6c:eb:03:6d -60 w | -60-60-60
06:69:6c:c3:d9:24 -72 w | -72-72-72
d8:24:bd:76:98:3f -64 w | -64-64-64
10:bd:18:08:3e:18 -71 w | -71-71-71
bc:f6:85:49:58:80 -75 w | -75-75-75
0a:69:6c:c3:d9:24 -74 w | -74-74-74
3.00  3.00 63 2021-03-27-17:59:28
d1:45:b5:b8:74:ba -86 b | -86-79-83-90-85-90-86-76-72-72-73
12:3b:6a:1a:93:a7 -100 b | -100-97-94-94-94-92-90-91
c7:b3:82:c6:c6:05 -76 b | -76-77-75-71-72-72-73-73-72-72
12:3b:6a:1a:92:c0 -91 b | -91-92-92
c0:16:7b:b9:9d:2e -88 b | -88-78-80-85-84-79-77-75-75-76-76
1a:69:6c:bc:f9:76 -75 w | -75-75-75-75
06:69:6c:eb:03:6d -60 w | -60-60-60-60
0a:74:9c:23:fd:ec -70 w | -70-70-70-70
06:69:6c:ea:fa:19 -85 w | -85-85-85-85
0a:69:6c:eb:03:6d -60 w | -60-60-60-60
0a:69:6c:ea:fe:64 -83 w | -83-83-83-83
06:69:6c:ea:fe:63 -63 w | -63-63-63-63
1a:69:6c:eb:0b:2f -77 w | -77-77-77-77
06:69:6c:eb:05:1e -78 w | -78-78-78-78
0a:74:9c:25:01:7f -80 w | -80-80-80-80
0a:74:9c:23:fb:34 -86 w | -86-86-86-86
06:74:9c:23:fb:34 -86 w | -86-86-86-86
06:69:6c:eb:05:1d -83 w | -83-83-83-83
1a:74:9c:23:fd:b0 -32 w | -32-32-32-32
06:74:9c:25:01:7f -82 w | -82-82-82-82
1a:74:9c:23:fd:b1 -39 w | -39-39-39-39
06:69:6c:be:95:72 -79 w | -79-79-79-79
0a:69:6c:eb:0b:2f -75 w | -75-75-75-75
0a:69:6c:be:95:72 -79 w | -79-79-79-79
1a:69:6c:eb:03:6d -60 w | -60-60-60-60
06:69:6c:c3:d9:24 -72 w | -72-72-72-72
d8:24:bd:76:98:3f -64 w | -64-64-64-64
10:bd:18:08:3e:18 -71 w | -71-71-71-71
bc:f6:85:49:58:80 -75 w | -75-75-75-75
0a:69:6c:c3:d9:24 -74 w | -74-74-74-74
2.00  3.00 60 2021-03-27-17:59:39
d1:45:b5:b8:74:ba -77 b | -77-73-73-74-71-72-75-76-77-78-74-74-74-75
12:3b:6a:1a:93:a7 -95 b | -95-93
12:3b:6a:1a:92:c0 -87 b | -87-84-82-82-82-93-93
c7:b3:82:c6:c6:05 -88 b | -88-82-82-86-84-82-81-80-70-70-70-70
c0:16:7b:b9:9d:2e -76 b | -76-74-78-74-75-81-77-76-74-74-74-75
1a:69:6c:eb:0b:9c -79 w | -79-79-79
0e:96:e6:77:d9:a4 -82 w | -82-82-82
1a:69:6c:bc:f9:75 -65 w | -65-65-65
1a:69:6c:bc:f9:76 -70 w | -70-70-70
0a:69:6c:eb:03:6e -73 w | -73-73-73
0a:74:9c:23:fd:ed -79 w | -79-79-79
0a:74:9c:30:bf:3f -85 w | -85-85-85
0a:69:6c:eb:03:6d -61 w | -61-61-61
0a:69:6c:ea:fe:64 -79 w | -79-79-79
1a:69:6c:eb:0b:2f -71 w | -71-71-71
3c:cd:5d:8f:45:f8 -81 w | -81-81-81
0a:74:9c:25:03:bf -85 w | -85-85-85
06:74:9c:23:fb:35 -83 w | -83-83-83
1a:69:6c:eb:0b:30 -80 w | -80-80-80
06:69:6c:bc:f8:f9 -66 w | -66-66-66
06:74:9c:24:f6:0e -74 w | -74-74-74
0a:69:6c:bc:f8:f9 -69 w | -69-69-69
1a:74:9c:23:fd:b0 -30 w | -30-30-30
06:74:9c:25:01:7f -80 w | -80-80-80
1a:74:9c:23:fd:b1 -32 w | -32-32-32
1a:69:6c:eb:03:6d -62 w | -62-62-62
d8:24:bd:76:98:3f -60 w | -60-60-60
0a:69:6c:eb:0b:30 -78 w | -78-78-78
10:bd:18:08:3e:18 -70 w | -70-70-70
1a:69:6c:eb:05:1e -79 w | -79-79-79
1.00  3.00 126 2021-03-27-18:00:08
d1:45:b5:b8:74:ba -80 b | -80-80-82-88-82-78-79-78-80-72-71-70-70
c7:b3:82:c6:c6:05 -85 b | -85-82-76-76-73-74-75-76-81-83-82-80-78
12:3b:6a:1a:92:c0 -93 b | -93-95-92-91-87-89-85
c0:16:7b:b9:9d:2e -88 b | -88-86-85-82-84-83-90
1a:69:6c:eb:0b:9b -76 w | -76
1a:69:6c:eb:0b:9c -82 w | -82-82
1a:69:6c:bc:f9:76 -77 w | -77-77
1a:74:9c:23:fd:20 -79 w | -79
06:69:6c:eb:03:6d -58 w | -58-58-56
0a:74:9c:23:fd:ec -70 w | -70-70
0a:74:9c:23:fd:ed -82 w | -82-82
1a:69:6c:eb:0a:ed -82 w | -82-82
0a:74:9c:23:fd:f8 -74 w | -74
0a:74:9c:25:03:be -85 w | -85
0a:69:6c:eb:03:6d -57 w | -57-57
0a:69:6c:ea:fe:64 -82 w | -82-82
06:74:9c:23:fd:ec -66 w | -66
1a:69:6c:eb:0b:2f -78 w | -78-78
06:69:6c:ea:fe:64 -83 w | -83-83
1a:69:6c:ea:f9:4d -80 w | -80
0a:74:9c:25:03:bf -82 w | -82-82-77
0a:69:6c:bc:f6:e1 -68 w | -68
1a:74:9c:25:1d:38 -80 w | -80
06:69:6c:eb:05:1e -77 w | -77-77
1a:74:9c:25:1d:2c -82 w | -82-82
06:74:9c:23:fb:34 -84 w | -84-84
0a:74:9c:23:fb:34 -84 w | -84-84
06:69:6c:eb:05:1d -78 w | -78-78-72
0a:69:6c:eb:03:91 -84 w | -84
1a:69:6c:eb:05:7d -85 w | -85-85
0.00  3.00 66 2021-03-27-18:00:25
d1:45:b5:b8:74:ba -75 b | -75-75-75-78-91-88-87-85-83-68-68-68-69
12:3b:6a:1a:93:a7 -94 b | -94-94-96
c7:b3:82:c6:c6:05 -77 b | -77-77-76-77-84-83-84-87-87-86-72-73-72
12:3b:6a:1a:92:c0 -90 b | -90-91-92-92-90-90-88
c0:16:7b:b9:9d:2e -75 b | -75-76-87-82-84-86-84-86-88-86
1a:69:6c:eb:0b:9b -76 w | -76-76-76
1a:74:9c:23:fd:20 -79 w | -79-79-79
06:69:6c:eb:03:6d -56 w | -56-56-56
0a:74:9c:23:fd:f8 -74 w | -74-74-74
0a:74:9c:25:03:be -85 w | -85-85-85
06:74:9c:23:fd:ec -66 w | -66-66-66
1a:69:6c:ea:f9:4d -80 w | -80-80-80
0a:69:6c:bc:f6:e1 -68 w | -68-68-68
0a:74:9c:25:03:bf -77 w | -77-77-77
1a:74:9c:25:1d:38 -80 w | -80-80-80
06:69:6c:eb:05:1d -72 w | -72-72-72
0a:69:6c:eb:03:91 -84 w | -84-84-84
06:69:6c:c1:2c:f4 -82 w | -82-82-82
06:69:6c:bc:f8:f9 -60 w | -60-60-60
0a:69:6c:bc:f8:f9 -61 w | -61-61-61
06:69:6c:eb:0b:2f -76 w | -76-76-76
1a:74:9c:23:fd:b0 -30 w | -30-30-30
1a:74:9c:24:f5:e4 -71 w | -71-71-71
1a:69:6c:bc:f6:fa -84 w | -84-84-84
0a:69:6c:eb:0b:2f -77 w | -77-77-77
06:69:6c:bc:f8:fa -74 w | -74-74-74
0a:69:6c:bc:f8:fa -76 w | -76-76-76
d8:24:bd:76:98:3f -50 w | -50-50-50
0a:69:6c:eb:07:0a -71 w | -71-71-71
06:69:6c:bc:f6:e1 -67 w | -67-67-67
0.00  4.00 66 2021-03-27-18:00:44
d1:45:b5:b8:74:ba -79 b | -79-78-78-78-78-77-77-77-76-76-76-76
12:3b:6a:1a:93:a7 -96 b | -96-94-96-93-94-96-98
12:3b:6a:1a:92:c0 -92 b | -92-91-94-95-94-96-92
c7:b3:82:c6:c6:05 -76 b | -76-76-76-76-78-79-80-80-80-80-76-76-76-77
c0:16:7b:b9:9d:2e -76 b | -76-77-79-81-84-87-89-89-71-71-71-72
1a:69:6c:eb:0b:9b -76 w | -76-76-76
1a:74:9c:23:fd:20 -79 w | -79-79-79
06:69:6c:eb:03:6d -56 w | -56-56-56
0a:74:9c:23:fd:f8 -74 w | -74-74-74
0a:74:9c:25:03:be -85 w | -85-85-85
06:74:9c:23:fd:ec -66 w | -66-66-66
1a:69:6c:ea:f9:4d -80 w | -80-80-80
0a:69:6c:bc:f6:e1 -68 w | -68-68-68
0a:74:9c:25:03:bf -77 w | -77-77-77
1a:74:9c:25:1d:38 -80 w | -80-80-80
06:69:6c:eb:05:1d -72 w | -72-72-72
0a:69:6c:eb:03:91 -84 w | -84-84-84
06:69:6c:c1:2c:f4 -82 w | -82-82-82
06:69:6c:bc:f8:f9 -60 w | -60-60-60
0a:69:6c:bc:f8:f9 -61 w | -61-61-61
06:69:6c:eb:0b:2f -76 w | -76-76-76
1a:74:9c:23:fd:b0 -30 w | -30-30-30
1a:74:9c:24:f5:e4 -71 w | -71-71-71
1a:69:6c:bc:f6:fa -84 w | -84-84-84
0a:69:6c:eb:0b:2f -77 w | -77-77-77
06:69:6c:bc:f8:fa -74 w | -74-74-74
0a:69:6c:bc:f8:fa -76 w | -76-76-76
d8:24:bd:76:98:3f -50 w | -50-50-50
0a:69:6c:eb:07:0a -71 w | -71-71-71
06:69:6c:bc:f6:e1 -67 w | -67-67-67
1.00  4.00 66 2021-03-27-18:00:56
d1:45:b5:b8:74:ba -67 b | -67-70-71-69-69-70-70-69-69-76-76-76
12:3b:6a:1a:93:a7 -94 b | -94-93-92-93-94
12:3b:6a:1a:92:c0 -90 b | -90-89-90-90-90-92-87-87-88
c7:b3:82:c6:c6:05 -82 b | -82-80-81-81-81-81-82-82-82-82
c0:16:7b:b9:9d:2e -74 b | -74-77-75-74-73-74-76-76-75-73-73-73-72
1a:69:6c:eb:0b:9b -76 w | -76-76-76
1a:74:9c:23:fd:20 -79 w | -79-79-79
06:69:6c:eb:03:6d -56 w | -56-56-56
0a:74:9c:23:fd:f8 -74 w | -74-74-74
0a:74:9c:25:03:be -85 w | -85-85-85
06:74:9c:23:fd:ec -66 w | -66-66-66
1a:69:6c:ea:f9:4d -80 w | -80-80-80
0a:69:6c:bc:f6:e1 -68 w | -68-68-68
0a:74:9c:25:03:bf -77 w | -77-77-77
1a:74:9c:25:1d:38 -80 w | -80-80-80
06:69:6c:eb:05:1d -72 w | -72-72-72
0a:69:6c:eb:03:91 -84 w | -84-84-84
06:69:6c:c1:2c:f4 -82 w | -82-82-82
06:69:6c:bc:f8:f9 -60 w | -60-60-60
0a:69:6c:bc:f8:f9 -61 w | -61-61-61
06:69:6c:eb:0b:2f -76 w | -76-76-76
1a:74:9c:23:fd:b0 -30 w | -30-30-30
1a:74:9c:24:f5:e4 -71 w | -71-71-71
1a:69:6c:bc:f6:fa -84 w | -84-84-84
0a:69:6c:eb:0b:2f -77 w | -77-77-77
06:69:6c:bc:f8:fa -74 w | -74-74-74
0a:69:6c:bc:f8:fa -76 w | -76-76-76
d8:24:bd:76:98:3f -50 w | -50-50-50
0a:69:6c:eb:07:0a -71 w | -71-71-71
06:69:6c:bc:f6:e1 -67 w | -67-67-67
2.00  4.00 67 2021-03-27-18:01:15
d1:45:b5:b8:74:ba -72 b | -72-73-72-72-73-72-72-74-70-70-70-70
12:3b:6a:1a:93:a7 -97 b | -97-96-96
12:3b:6a:1a:92:8a -102 b | -102-100-100
c7:b3:82:c6:c6:05 -87 b | -87-84-84-84-82-83-82-78-79-78-79
12:3b:6a:1a:92:c0 -97 b | -97-97
c0:16:7b:b9:9d:2e -74 b | -74-73-72-72-73-72-73-82-83-87
1a:69:6c:eb:0b:9b -76 w | -76-76-76
1a:74:9c:23:fd:20 -79 w | -79-79-79
06:69:6c:eb:03:6d -56 w | -56-56-56
0a:74:9c:23:fd:f8 -74 w | -74-74-74
0a:74:9c:25:03:be -85 w | -85-85-85
06:74:9c:23:fd:ec -66 w | -66-66-66
1a:69:6c:ea:f9:4d -80 w | -80-80-80
0a:69:6c:bc:f6:e1 -68 w | -68-68-68
0a:74:9c:25:03:bf -77 w | -77-77-77
1a:74:9c:25:1d:38 -80 w | -80-80-80
06:69:6c:eb:05:1d -72 w | -72-72-72
0a:69:6c:eb:03:91 -84 w | -84-84-84
06:69:6c:c1:2c:f4 -82 w | -82-82-82
06:69:6c:bc:f8:f9 -60 w | -60-60-60
0a:69:6c:bc:f8:f9 -61 w | -61-61-61
06:69:6c:eb:0b:2f -76 w | -76-76-76
1a:74:9c:23:fd:b0 -30 w | -30-30-30
1a:74:9c:24:f5:e4 -71 w | -71-71-71
1a:69:6c:bc:f6:fa -84 w | -84-84-84
0a:69:6c:eb:0b:2f -77 w | -77-77-77
06:69:6c:bc:f8:fa -74 w | -74-74-74
0a:69:6c:bc:f8:fa -76 w | -76-76-76
d8:24:bd:76:98:3f -50 w | -50-50-50
0a:69:6c:eb:07:0a -71 w | -71-71-71
3.00  4.00 66 2021-03-27-18:01:29
d1:45:b5:b8:74:ba -74 b | -74-77-69-69-70-70-69-68-67
12:3b:6a:1a:93:a7 -95 b | -95-93-89-91
c7:b3:82:c6:c6:05 -77 b | -77-79-84-86-87-80-83-76-76-78
12:3b:6a:1a:92:c0 -89 b | -89-88-87-87-90-89
c0:16:7b:b9:9d:2e -74 b | -74-72-74-74-73-74-74-73-82-79-76
1a:69:6c:eb:0b:9b -76 w | -76-76-76-76
1a:74:9c:23:fd:20 -79 w | -79-79-79-79
06:69:6c:eb:03:6d -56 w | -56-56-56-56
0a:74:9c:23:fd:f8 -74 w | -74-74-74-74
0a:74:9c:25:03:be -85 w | -85-85-85-85
06:74:9c:23:fd:ec -66 w | -66-66-66-66
1a:69:6c:ea:f9:4d -80 w | -80-80-80-80
0a:69:6c:bc:f6:e1 -68 w | -68-68-68-68
0a:74:9c:25:03:bf -77 w | -77-77-77-77
1a:74:9c:25:1d:38 -80 w | -80-80-80-80
06:69:6c:eb:05:1d -72 w | -72-72-72-72
0a:69:6c:eb:03:91 -84 w | -84-84-84-84
06:69:6c:c1:2c:f4 -82 w | -82-82-82-82
06:69:6c:bc:f8:f9 -60 w | -60-60-60-60
0a:69:6c:bc:f8:f9 -61 w | -61-61-61-61
06:69:6c:eb:0b:2f -76 w | -76-76-76-76
1a:74:9c:23:fd:b0 -30 w | -30-30-30-30
1a:74:9c:24:f5:e4 -71 w | -71-71-71-71
1a:69:6c:bc:f6:fa -84 w | -84-84-84-84
0a:69:6c:eb:0b:2f -77 w | -77-77-77-77
06:69:6c:bc:f8:fa -74 w | -74-74-74-74
0a:69:6c:bc:f8:fa -76 w | -76-76-76-76
d8:24:bd:76:98:3f -50 w | -50-50-50-50
0a:69:6c:eb:07:0a -71 w | -71-71-71-71
06:69:6c:bc:f6:e1 -67 w | -67-67-67-67
4.00  4.00 66 2021-03-27-18:01:43
d1:45:b5:b8:74:ba -71 b | -71-73-74-74-73-72-72-72-72-72-72-72
12:3b:6a:1a:93:a7 -89 b | -89-90-90-91-89-90-98-100
12:3b:6a:1a:92:c0 -94 b | -94-92-96-90-90-90-90-89
c7:b3:82:c6:c6:05 -80 b | -80-78-77-77-77-78-77-78-78-79-82-82-83-85
c0:16:7b:b9:9d:2e -75 b | -75-74-75-74-72-72-73-74-73-73-73-72-73
1a:69:6c:eb:0b:9b -76 w | -76-76-76
1a:74:9c:23:fd:20 -79 w | -79-79-79
06:69:6c:eb:03:6d -56 w | -56-56-56
0a:74:9c:23:fd:f8 -74 w | -74-74-74
0a:74:9c:25:03:be -85 w | -85-85-85
06:74:9c:23:fd:ec -66 w | -66-66-66
1a:69:6c:ea:f9:4d -80 w | -80-80-80
0a:69:6c:bc:f6:e1 -68 w | -68-68-68
0a:74:9c:25:03:bf -77 w | -77-77-77
1a:74:9c:25:1d:38 -80 w | -80-80-80
06:69:6c:eb:05:1d -72 w | -72-72-72
0a:69:6c:eb:03:91 -84 w | -84-84-84
06:69:6c:c1:2c:f4 -82 w | -82-82-82
06:69:6c:bc:f8:f9 -60 w | -60-60-60
0a:69:6c:bc:f8:f9 -61 w | -61-61-61
06:69:6c:eb:0b:2f -76 w | -76-76-76
1a:74:9c:23:fd:b0 -30 w | -30-30-30
1a:74:9c:24:f5:e4 -71 w | -71-71-71
1a:69:6c:bc:f6:fa -84 w | -84-84-84
0a:69:6c:eb:0b:2f -77 w | -77-77-77
06:69:6c:bc:f8:fa -74 w | -74-74-74
0a:69:6c:bc:f8:fa -76 w | -76-76-76
d8:24:bd:76:98:3f -50 w | -50-50-50
0a:69:6c:eb:07:0a -71 w | -71-71-71
06:69:6c:bc:f6:e1 -67 w | -67-67-67
4.00  5.00 66 2021-03-27-18:01:54
d1:45:b5:b8:74:ba -73 b | -73-72-72-70-68-68-70-67-67-66
12:3b:6a:1a:93:a7 -94 b | -94-87-88-93-93-97
c7:b3:82:c6:c6:05 -75 b | -75-73-72-74-75-74-74-72-71-70-71-71-71
12:3b:6a:1a:92:c0 -91 b | -91-90-93-91-82-82
c0:16:7b:b9:9d:2e -69 b | -69-66-66-69-70-69-69-69-67-66-71-72-72-70-70
1a:69:6c:eb:0b:9b -76 w | -76-76-76
1a:74:9c:23:fd:20 -79 w | -79-79-79
06:69:6c:eb:03:6d -56 w | -56-56-56
0a:74:9c:23:fd:f8 -74 w | -74-74-74
0a:74:9c:25:03:be -85 w | -85-85-85
06:74:9c:23:fd:ec -66 w | -66-66-66
1a:69:6c:ea:f9:4d -80 w | -80-80-80
0a:69:6c:bc:f6:e1 -68 w | -68-68-68
0a:74:9c:25:03:bf -77 w | -77-77-77
1a:74:9c:25:1d:38 -80 w | -80-80-80
06:69:6c:eb:05:1d -72 w | -72-72-72
0a:69:6c:eb:03:91 -84 w | -84-84-84
06:69:6c:c1:2c:f4 -82 w | -82-82-82
06:69:6c:bc:f8:f9 -60 w | -60-60-60
0a:69:6c:bc:f8:f9 -61 w | -61-61-61
06:69:6c:eb:0b:2f -76 w | -76-76-76
1a:74:9c:23:fd:b0 -30 w | -30-30-30
1a:74:9c:24:f5:e4 -71 w | -71-71-71
1a:69:6c:bc:f6:fa -84 w | -84-84-84
0a:69:6c:eb:0b:2f -77 w | -77-77-77
06:69:6c:bc:f8:fa -74 w | -74-74-74
0a:69:6c:bc:f8:fa -76 w | -76-76-76
d8:24:bd:76:98:3f -50 w | -50-50-50
0a:69:6c:eb:07:0a -71 w | -71-71-71
06:69:6c:bc:f6:e1 -67 w | -67-67-67
3.00  5.00 88 2021-03-27-18:02:09
d1:45:b5:b8:74:ba -85 b | -85-84-83-84-86-88-71-72-71-72
12:3b:6a:1a:93:a7 -96 b | -96-92-90-98
c7:b3:82:c6:c6:05 -82 b | -82-82-82-88-92-92-91-88-88-78-77
12:3b:6a:1a:92:c0 -94 b | -94-85-85-86-87
c0:16:7b:b9:9d:2e -72 b | -72-71-70-69-69-68-68-68-68-69-75-74-75
1a:69:6c:eb:0b:9c -83 w | -83
1a:69:6c:bc:f9:75 -68 w | -68-68
06:69:6c:eb:03:6d -66 w | -66-66-68
06:69:6c:c3:d6:95 -74 w | -74
06:74:9c:23:fd:f8 -75 w | -75
0a:69:6c:eb:03:6e -79 w | -79-79
0a:74:9c:23:fd:ed -82 w | -82-82
0a:74:9c:30:bf:3f -85 w | -85
0a:74:9c:23:fd:f8 -76 w | -76
0a:69:6c:eb:03:6d -67 w | -67-67-66
0a:69:6c:ea:fe:64 -79 w | -79
1a:69:6c:eb:0b:2f -80 w | -80
3c:cd:5d:8f:45:f8 -79 w | -79
0a:69:6c:bc:f6:e1 -72 w | -72-72
0a:74:9c:25:03:bf -82 w | -82-82-79
0a:69:6c:bc:f6:e2 -74 w | -74-74-71
06:69:6c:eb:05:1e -81 w | -81-81
0a:74:9c:25:01:7f -84 w | -84-84-85
0a:74:9c:25:01:7e -76 w | -76
0a:74:9c:23:fb:34 -84 w | -84
1a:69:6c:eb:05:7d -86 w | -86-86
06:74:9c:25:03:bf -82 w | -82-82
06:74:9c:25:03:be -82 w | -82
1a:74:9c:23:fb:64 -86 w | -86-86
0a:69:6c:eb:05:1d -85 w | -85
2.00  5.00 69 2021-03-27-18:02:20
d1:45:b5:b8:74:ba -70 b | -70-66-66-66-71-71-70-70-67-68
12:3b:6a:1a:93:a7 -90 b | -90-90-83-89-89-97-94
12:3b:6a:1a:92:c0 -87 b | -87-92-90-83-85-87-87-86-85
c7:b3:82:c6:c6:05 -80 b | -80-82-80-78-78-79-78-78
c0:16:7b:b9:9d:2e -70 b | -70-71-68-68-70-71-71-72-71-72-71
1a:69:6c:eb:0b:9c -83 w | -83-83-83
06:69:6c:eb:03:6d -68 w | -68-68-68
06:69:6c:c3:d6:95 -74 w | -74-74-74
06:74:9c:23:fd:f8 -75 w | -75-75-75
0a:74:9c:30:bf:3f -85 w | -85-85-85
0a:74:9c:23:fd:f8 -76 w | -76-76-76
0a:69:6c:eb:03:6d -66 w | -66-66-66
0a:69:6c:ea:fe:64 -79 w | -79-79-79
1a:69:6c:eb:0b:2f -80 w | -80-80-80
3c:cd:5d:8f:45:f8 -79 w | -79-79-79
0a:74:9c:25:03:bf -79 w | -79-79-79
0a:69:6c:bc:f6:e2 -71 w | -71-71-71
0a:74:9c:25:01:7f -85 w | -85-85-85
0a:74:9c:25:01:7e -76 w | -76-76-76
0a:74:9c:23:fb:34 -84 w | -84-84-84
06:74:9c:25:03:be -82 w | -82-82-82
0a:69:6c:eb:05:1d -85 w | -85-85-85
0a:69:6c:eb:09:68 -82 w | -82-82-82
0a:74:9c:24:f6:0e -81 w | -81-81-81
1a:74:9c:23:fd:b0 -35 w | -35-35-35
06:74:9c:25:01:7f -85 w | -85-85-85
1a:74:9c:23:fd:b1 -35 w | -35-35-35
06:74:9c:23:fd:20 -74 w | -74-74-74
0a:69:6c:be:95:72 -78 w | -78-78-78
1a:69:6c:eb:03:6e -80 w | -80-80-80
1.00  5.00 69 2021-03-27-18:02:36
d1:45:b5:b8:74:ba -71 b | -71-76-75-74-72-72-71-71-63-63-62-63-63
12:3b:6a:1a:93:a7 -96 b | -96-92-92-92-94-96-98
c7:b3:82:c6:c6:05 -78 b | -78-78-80-83-84-82-85-85-75-76-75-76
12:3b:6a:1a:92:c0 -88 b | -88-86-82-82-92
c0:16:7b:b9:9d:2e -79 b | -79-83-76-74-80-76-74-74-94-82-76
1a:69:6c:eb:0b:9c -83 w | -83-83-83-83
06:69:6c:eb:03:6d -68 w | -68-68-68-68
06:69:6c:c3:d6:95 -74 w | -74-74-74-74
06:74:9c:23:fd:f8 -75 w | -75-75-75-75
0a:74:9c:30:bf:3f -85 w | -85-85-85-85
0a:74:9c:23:fd:f8 -76 w | -76-76-76-76
0a:69:6c:eb:03:6d -66 w | -66-66-66-66
0a:69:6c:ea:fe:64 -79 w | -79-79-79-79
1a:69:6c:eb:0b:2f -80 w | -80-80-80-80
3c:cd:5d:8f:45:f8 -79 w | -79-79-79-79
0a:74:9c:25:03:bf -79 w | -79-79-79-79
0a:69:6c:bc:f6:e2 -71 w | -71-71-71-71
0a:74:9c:25:01:7f -85 w | -85-85-85-85
0a:74:9c:25:01:7e -76 w | -76-76-76-76
0a:74:9c:23:fb:34 -84 w | -84-84-84-84
06:74:9c:25:03:be -82 w | -82-82-82-82
0a:69:6c:eb:05:1d -85 w | -85-85-85-85
0a:69:6c:eb:09:68 -82 w | -82-82-82-82
0a:74:9c:24:f6:0e -81 w | -81-81-81-81
1a:74:9c:23:fd:b0 -35 w | -35-35-35-35
06:74:9c:25:01:7f -85 w | -85-85-85-85
1a:74:9c:23:fd:b1 -35 w | -35-35-35-35
06:74:9c:23:fd:20 -74 w | -74-74-74-74
0a:69:6c:be:95:72 -78 w | -78-78-78-78
1a:69:6c:eb:03:6e -80 w | -80-80-80-80
0.00  5.00 69 2021-03-27-18:02:49
d1:45:b5:b8:74:ba -76 b | -76-75-75-76-76-77-79-78-78-70-70-69-69
12:3b:6a:1a:93:a7 -98 b | -98-99
c7:b3:82:c6:c6:05 -76 b | -76-77-79-83-85-87-88-87-84-84-84-83
12:3b:6a:1a:92:c0 -96 b | -96-95-96-95-86-86
c0:16:7b:b9:9d:2e -73 b | -73-72-71-70-70-70-69-69-68-68-68-68
1a:69:6c:eb:0b:9c -83 w | -83-83-83-83
06:69:6c:eb:03:6d -68 w | -68-68-68-68
06:69:6c:c3:d6:95 -74 w | -74-74-74-74
06:74:9c:23:fd:f8 -75 w | -75-75-75-75
0a:74:9c:30:bf:3f -85 w | -85-85-85-85
0a:74:9c:23:fd:f8 -76 w | -76-76-76-76
0a:69:6c:eb:03:6d -66 w | -66-66-66-66
0a:69:6c:ea:fe:64 -79 w | -79-79-79-79
1a:69:6c:eb:0b:2f -80 w | -80-80-80-80
3c:cd:5d:8f:45:f8 -79 w | -79-79-79-79
0a:74:9c:25:03:bf -79 w | -79-79-79-79
0a:69:6c:bc:f6:e2 -71 w | -71-71-71-71
0a:74:9c:25:01:7f -85 w | -85-85-85-85
0a:74:9c:25:01:7e -76 w | -76-76-76-76
0a:74:9c:23:fb:34 -84 w | -84-84-84-84
06:74:9c:25:03:be -82 w | -82-82-82-82
0a:69:6c:eb:05:1d -85 w | -85-85-85-85
0a:69:6c:eb:09:68 -82 w | -82-82-82-82
0a:74:9c:24:f6:0e -81 w | -81-81-81-81
1a:74:9c:23:fd:b0 -35 w | -35-35-35-35
06:74:9c:25:01:7f -85 w | -85-85-85-85
1a:74:9c:23:fd:b1 -35 w | -35-35-35-35
06:74:9c:23:fd:20 -74 w | -74-74-74-74
0a:69:6c:be:95:72 -78 w | -78-78-78-78
1a:69:6c:eb:03:6e -80 w | -80-80-80-80
0.00  6.00 69 2021-03-27-18:03:02
d1:45:b5:b8:74:ba -64 b | -64-60-61-62-62-62-62-61-60-60-61-61-61
12:3b:6a:1a:93:a7 -92 b | -92-92-91-91
c7:b3:82:c6:c6:05 -93 b | -93-91-91-85-84-85-92-93-88-87-90-89-88-88-88
12:3b:6a:1a:92:c0 -92 b | -92-88-86-86-85-86-86
c0:16:7b:b9:9d:2e -74 b | -74-75-82-77-76-74-74-71-72-71-71-71
1a:69:6c:eb:0b:9c -83 w | -83-83-83
06:69:6c:eb:03:6d -68 w | -68-68-68
06:69:6c:c3:d6:95 -74 w | -74-74-74
06:74:9c:23:fd:f8 -75 w | -75-75-75
0a:74:9c:30:bf:3f -85 w | -85-85-85
0a:74:9c:23:fd:f8 -76 w | -76-76-76
0a:69:6c:eb:03:6d -66 w | -66-66-66
0a:69:6c:ea:fe:64 -79 w | -79-79-79
1a:69:6c:eb:0b:2f -80 w | -80-80-80
3c:cd:5d:8f:45:f8 -79 w | -79-79-79
0a:74:9c:25:03:bf -79 w | -79-79-79
0a:69:6c:bc:f6:e2 -71 w | -71-71-71
0a:74:9c:25:01:7f -85 w | -85-85-85
0a:74:9c:25:01:7e -76 w | -76-76-76
0a:74:9c:23:fb:34 -84 w | -84-84-84
06:74:9c:25:03:be -82 w | -82-82-82
0a:69:6c:eb:05:1d -85 w | -85-85-85
0a:69:6c:eb:09:68 -82 w | -82-82-82
0a:74:9c:24:f6:0e -81 w | -81-81-81
1a:74:9c:23:fd:b0 -35 w | -35-35-35
